Number of Scenarios = 20, Investment Cost = 500000, Number of time units = 720, Instance Type = Randomly Generated Instances
Station No.  , 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 
640, 0.000, 247.000, 309.000, 399.000, 422.000, 1171.000, 1438.000, 1689.000, 1925.000, 2184.000, 3180.000, 3729.000, 24979.000, 2068.000, 1827.000, 4119.000, 3330.000, 3745.000, 4259.000, 3890.000, 5380.000, 3954.000, 5439.000, 5271.000, 5972.000, 4821.000, 
641, 0.000, 247.000, 309.000, 399.000, 422.000, 1172.000, 1438.000, 1689.000, 1927.000, 2185.000, 3188.000, 3731.000, 24980.000, 2068.000, 1827.000, 4119.000, 3331.000, 3746.000, 4260.000, 3891.000, 5381.000, 3955.000, 5440.000, 5272.000, 5973.000, 4824.000, 
642, 0.000, 247.000, 309.000, 400.000, 422.000, 1172.000, 1438.000, 1689.000, 1933.000, 2185.000, 3188.000, 3789.000, 25245.000, 2068.000, 1827.000, 4167.000, 3332.000, 3762.000, 4263.000, 3891.000, 5381.000, 3957.000, 5440.000, 5275.000, 5974.000, 4826.000, 
643, 0.000, 247.000, 309.000, 400.000, 422.000, 1172.000, 1438.000, 1695.000, 1949.000, 2185.000, 3188.000, 3791.000, 25277.000, 2068.000, 1827.000, 4167.000, 3333.000, 3768.000, 4264.000, 3891.000, 5381.000, 3957.000, 5440.000, 5276.000, 5974.000, 4828.000, 
644, 0.000, 247.000, 309.000, 400.000, 422.000, 1172.000, 1438.000, 1695.000, 1952.000, 2185.000, 3188.000, 3798.000, 25358.000, 2068.000, 1827.000, 4174.000, 3334.000, 3769.000, 4265.000, 3891.000, 5381.000, 3957.000, 5440.000, 5278.000, 5974.000, 4828.000, 
645, 0.000, 247.000, 309.000, 400.000, 422.000, 1172.000, 1438.000, 1696.000, 1952.000, 2185.000, 3188.000, 3800.000, 25367.000, 2068.000, 1827.000, 4174.000, 3334.000, 3769.000, 4265.000, 3891.000, 5382.000, 3957.000, 5440.000, 5279.000, 5974.000, 4828.000, 
646, 0.000, 247.000, 309.000, 400.000, 422.000, 1172.000, 1438.000, 1696.000, 1954.000, 2185.000, 3188.000, 3800.000, 25378.000, 2068.000, 1827.000, 4174.000, 3334.000, 3769.000, 4265.000, 3891.000, 5382.000, 3958.000, 5440.000, 5280.000, 5974.000, 4828.000, 
647, 0.000, 247.000, 309.000, 401.000, 422.000, 1172.000, 1438.000, 1697.000, 1957.000, 2185.000, 3189.000, 3801.000, 25389.000, 2068.000, 1827.000, 4176.000, 3335.000, 3770.000, 4266.000, 3891.000, 5383.000, 3959.000, 5440.000, 5281.000, 5975.000, 4829.000, 
648, 0.000, 247.000, 309.000, 401.000, 422.000, 1172.000, 1438.000, 1697.000, 1957.000, 2185.000, 3189.000, 3803.000, 25486.000, 2068.000, 1827.000, 4176.000, 3335.000, 3770.000, 4266.000, 3891.000, 5383.000, 3959.000, 5447.000, 5281.000, 5975.000, 4829.000, 
649, 0.000, 247.000, 309.000, 401.000, 422.000, 1172.000, 1438.000, 1697.000, 1957.000, 2185.000, 3189.000, 3803.000, 25511.000, 2068.000, 1827.000, 4179.000, 3335.000, 3771.000, 4266.000, 3891.000, 5383.000, 3959.000, 5448.000, 5281.000, 5975.000, 4829.000, 
650, 0.000, 247.000, 309.000, 401.000, 422.000, 1172.000, 1438.000, 1697.000, 1957.000, 2185.000, 3189.000, 3803.000, 25518.000, 2068.000, 1827.000, 4181.000, 3335.000, 3772.000, 4266.000, 3891.000, 5383.000, 3959.000, 5448.000, 5281.000, 5975.000, 4829.000, 
651, 0.000, 247.000, 309.000, 401.000, 422.000, 1172.000, 1438.000, 1697.000, 1957.000, 2185.000, 3189.000, 3803.000, 25619.000, 2068.000, 1827.000, 4181.000, 3335.000, 3772.000, 4266.000, 3891.000, 5383.000, 3959.000, 5448.000, 5281.000, 5975.000, 4829.000, 
652, 0.000, 247.000, 309.000, 401.000, 422.000, 1172.000, 1438.000, 1697.000, 1957.000, 2185.000, 3189.000, 3803.000, 25628.000, 2068.000, 1827.000, 4181.000, 3335.000, 3772.000, 4266.000, 3891.000, 5383.000, 3959.000, 5448.000, 5281.000, 5975.000, 4829.000, 
653, 0.000, 247.000, 309.000, 401.000, 422.000, 1172.000, 1438.000, 1698.000, 1958.000, 2185.000, 3190.000, 3805.000, 25700.000, 2068.000, 1827.000, 4182.000, 3336.000, 3773.000, 4266.000, 3891.000, 5383.000, 3960.000, 5449.000, 5281.000, 5975.000, 4830.000, 
654, 0.000, 247.000, 309.000, 401.000, 422.000, 1184.000, 1438.000, 1698.000, 1958.000, 2185.000, 3231.000, 3818.000, 26090.000, 2068.000, 1827.000, 4182.000, 3336.000, 3790.000, 4269.000, 3891.000, 5398.000, 3963.000, 5451.000, 5281.000, 5976.000, 4834.000, 
655, 0.000, 247.000, 309.000, 401.000, 422.000, 1187.000, 1438.000, 1698.000, 1958.000, 2185.000, 3233.000, 3830.000, 26099.000, 2068.000, 1827.000, 4182.000, 3336.000, 3791.000, 4275.000, 3892.000, 5398.000, 3964.000, 5455.000, 5281.000, 5978.000, 4835.000, 
656, 0.000, 247.000, 309.000, 401.000, 422.000, 1187.000, 1438.000, 1698.000, 1958.000, 2185.000, 3234.000, 3830.000, 26112.000, 2068.000, 1827.000, 4182.000, 3336.000, 3794.000, 4276.000, 3892.000, 5401.000, 3964.000, 5459.000, 5281.000, 5979.000, 4835.000, 
657, 0.000, 247.000, 309.000, 401.000, 422.000, 1187.000, 1438.000, 1698.000, 1958.000, 2185.000, 3234.000, 3837.000, 26121.000, 2068.000, 1827.000, 4182.000, 3336.000, 3795.000, 4276.000, 3892.000, 5403.000, 3964.000, 5460.000, 5281.000, 5979.000, 4835.000, 
658, 0.000, 247.000, 309.000, 401.000, 422.000, 1188.000, 1438.000, 1698.000, 1958.000, 2185.000, 3234.000, 3838.000, 26128.000, 2068.000, 1827.000, 4182.000, 3336.000, 3797.000, 4279.000, 3892.000, 5404.000, 3964.000, 5461.000, 5281.000, 5979.000, 4835.000, 
659, 0.000, 247.000, 310.000, 401.000, 422.000, 1189.000, 1438.000, 1698.000, 1959.000, 2186.000, 3235.000, 3840.000, 26139.000, 2068.000, 1827.000, 4183.000, 3336.000, 3799.000, 4280.000, 3893.000, 5405.000, 3965.000, 5462.000, 5281.000, 5980.000, 4836.000, 
660, 0.000, 247.000, 310.000, 401.000, 422.000, 1189.000, 1438.000, 1698.000, 1974.000, 2198.000, 3255.000, 3863.000, 26323.000, 2068.000, 1827.000, 4205.000, 3336.000, 3799.000, 4280.000, 3893.000, 5405.000, 3965.000, 5463.000, 5281.000, 5980.000, 4839.000, 
661, 0.000, 247.000, 310.000, 401.000, 422.000, 1189.000, 1438.000, 1698.000, 1980.000, 2198.000, 3257.000, 3873.000, 26486.000, 2068.000, 1827.000, 4213.000, 3340.000, 3799.000, 4281.000, 3893.000, 5405.000, 3965.000, 5466.000, 5281.000, 5980.000, 4840.000, 
662, 0.000, 247.000, 310.000, 401.000, 422.000, 1189.000, 1438.000, 1698.000, 1983.000, 2198.000, 3257.000, 3882.000, 26514.000, 2068.000, 1827.000, 4220.000, 3346.000, 3800.000, 4281.000, 3893.000, 5405.000, 3965.000, 5467.000, 5281.000, 5980.000, 4840.000, 
663, 0.000, 247.000, 310.000, 401.000, 422.000, 1189.000, 1438.000, 1698.000, 1986.000, 2198.000, 3258.000, 3885.000, 26514.000, 2068.000, 1827.000, 4220.000, 3346.000, 3800.000, 4281.000, 3893.000, 5405.000, 3965.000, 5467.000, 5281.000, 5980.000, 4841.000, 
664, 0.000, 247.000, 310.000, 401.000, 422.000, 1189.000, 1438.000, 1698.000, 1986.000, 2198.000, 3258.000, 3895.000, 26514.000, 2068.000, 1827.000, 4222.000, 3348.000, 3800.000, 4286.000, 3893.000, 5405.000, 3965.000, 5467.000, 5281.000, 5980.000, 4841.000, 
665, 0.000, 247.000, 310.000, 401.000, 423.000, 1189.000, 1438.000, 1698.000, 1987.000, 2199.000, 3259.000, 3901.000, 26516.000, 2068.000, 1827.000, 4224.000, 3349.000, 3801.000, 4287.000, 3893.000, 5405.000, 3965.000, 5468.000, 5282.000, 5980.000, 4842.000, 
666, 0.000, 247.000, 310.000, 402.000, 423.000, 1189.000, 1439.000, 1699.000, 1987.000, 2199.000, 3260.000, 3901.000, 26872.000, 2068.000, 1827.000, 4240.000, 3349.000, 3801.000, 4291.000, 3893.000, 5405.000, 3970.000, 5472.000, 5282.000, 5980.000, 4843.000, 
667, 0.000, 247.000, 310.000, 402.000, 423.000, 1189.000, 1439.000, 1706.000, 1987.000, 2199.000, 3261.000, 3901.000, 26880.000, 2068.000, 1827.000, 4251.000, 3349.000, 3801.000, 4294.000, 3893.000, 5405.000, 3970.000, 5472.000, 5288.000, 5980.000, 4843.000, 
668, 0.000, 247.000, 310.000, 402.000, 423.000, 1189.000, 1439.000, 1707.000, 1987.000, 2199.000, 3261.000, 3901.000, 26885.000, 2068.000, 1827.000, 4251.000, 3351.000, 3801.000, 4294.000, 3893.000, 5405.000, 3970.000, 5472.000, 5294.000, 5980.000, 4843.000, 
669, 0.000, 247.000, 310.000, 402.000, 423.000, 1189.000, 1439.000, 1709.000, 1987.000, 2199.000, 3261.000, 3901.000, 26885.000, 2068.000, 1827.000, 4254.000, 3351.000, 3801.000, 4294.000, 3893.000, 5405.000, 3970.000, 5473.000, 5294.000, 5980.000, 4843.000, 
670, 0.000, 247.000, 310.000, 402.000, 423.000, 1189.000, 1439.000, 1709.000, 1987.000, 2199.000, 3261.000, 3901.000, 26885.000, 2068.000, 1827.000, 4255.000, 3351.000, 3801.000, 4294.000, 3893.000, 5405.000, 3970.000, 5473.000, 5296.000, 5980.000, 4843.000, 
671, 0.000, 247.000, 310.000, 403.000, 423.000, 1189.000, 1440.000, 1711.000, 1988.000, 2199.000, 3262.000, 3902.000, 26886.000, 2068.000, 1827.000, 4259.000, 3352.000, 3802.000, 4295.000, 3893.000, 5405.000, 3971.000, 5475.000, 5297.000, 5980.000, 4844.000, 
672, 0.000, 247.000, 310.000, 403.000, 423.000, 1194.000, 1440.000, 1713.000, 1988.000, 2199.000, 3262.000, 3902.000, 27136.000, 2068.000, 1827.000, 4259.000, 3352.000, 3805.000, 4302.000, 3894.000, 5405.000, 3971.000, 5475.000, 5300.000, 5980.000, 4844.000, 
673, 0.000, 247.000, 310.000, 403.000, 423.000, 1195.000, 1440.000, 1713.000, 1988.000, 2199.000, 3262.000, 3902.000, 27149.000, 2068.000, 1827.000, 4259.000, 3352.000, 3805.000, 4303.000, 3894.000, 5407.000, 3972.000, 5475.000, 5300.000, 5980.000, 4850.000, 
674, 0.000, 247.000, 310.000, 403.000, 423.000, 1196.000, 1440.000, 1713.000, 1988.000, 2199.000, 3262.000, 3902.000, 27173.000, 2068.000, 1827.000, 4259.000, 3352.000, 3805.000, 4304.000, 3894.000, 5407.000, 3972.000, 5475.000, 5300.000, 5980.000, 4850.000, 
675, 0.000, 247.000, 310.000, 403.000, 423.000, 1196.000, 1440.000, 1713.000, 1988.000, 2199.000, 3262.000, 3902.000, 27187.000, 2068.000, 1827.000, 4259.000, 3352.000, 3805.000, 4305.000, 3894.000, 5407.000, 3972.000, 5475.000, 5300.000, 5980.000, 4850.000, 
676, 0.000, 247.000, 310.000, 403.000, 423.000, 1196.000, 1440.000, 1713.000, 1988.000, 2199.000, 3262.000, 3902.000, 27191.000, 2068.000, 1827.000, 4259.000, 3352.000, 3805.000, 4305.000, 3894.000, 5407.000, 3972.000, 5475.000, 5300.000, 5980.000, 4850.000, 
677, 0.000, 247.000, 310.000, 403.000, 423.000, 1197.000, 1440.000, 1714.000, 1988.000, 2199.000, 3262.000, 3902.000, 27210.000, 2068.000, 1828.000, 4259.000, 3352.000, 3806.000, 4306.000, 3895.000, 5408.000, 3973.000, 5475.000, 5301.000, 5980.000, 4851.000, 
678, 0.000, 247.000, 310.000, 403.000, 423.000, 1198.000, 1440.000, 1714.000, 1988.000, 2206.000, 3297.000, 3916.000, 27290.000, 2068.000, 1828.000, 4269.000, 3363.000, 3816.000, 4308.000, 3895.000, 5418.000, 3973.000, 5482.000, 5303.000, 5981.000, 4851.000, 
679, 0.000, 247.000, 310.000, 403.000, 423.000, 1199.000, 1440.000, 1714.000, 1988.000, 2207.000, 3300.000, 3919.000, 27474.000, 2068.000, 1828.000, 4269.000, 3363.000, 3832.000, 4308.000, 3895.000, 5418.000, 3973.000, 5484.000, 5303.000, 5982.000, 4851.000, 
680, 0.000, 247.000, 310.000, 403.000, 423.000, 1201.000, 1440.000, 1714.000, 1988.000, 2207.000, 3300.000, 3921.000, 27567.000, 2068.000, 1828.000, 4273.000, 3363.000, 3832.000, 4308.000, 3895.000, 5418.000, 3973.000, 5484.000, 5308.000, 5982.000, 4851.000, 
681, 0.000, 247.000, 310.000, 403.000, 423.000, 1201.000, 1440.000, 1714.000, 1988.000, 2207.000, 3303.000, 3923.000, 27591.000, 2068.000, 1828.000, 4274.000, 3363.000, 3832.000, 4308.000, 3895.000, 5422.000, 3973.000, 5484.000, 5310.000, 5982.000, 4851.000, 
682, 0.000, 247.000, 310.000, 403.000, 423.000, 1201.000, 1440.000, 1714.000, 1988.000, 2207.000, 3303.000, 3923.000, 27602.000, 2068.000, 1828.000, 4278.000, 3363.000, 3832.000, 4308.000, 3895.000, 5422.000, 3973.000, 5484.000, 5310.000, 5982.000, 4851.000, 
683, 0.000, 247.000, 310.000, 404.000, 423.000, 1202.000, 1441.000, 1714.000, 1988.000, 2209.000, 3304.000, 3926.000, 27615.000, 2068.000, 1828.000, 4279.000, 3364.000, 3833.000, 4309.000, 3896.000, 5426.000, 3973.000, 5485.000, 5311.000, 5983.000, 4851.000, 
684, 0.000, 247.000, 310.000, 404.000, 423.000, 1202.000, 1441.000, 1714.000, 1992.000, 2209.000, 3309.000, 3936.000, 27722.000, 2068.000, 1828.000, 4300.000, 3365.000, 3835.000, 4309.000, 3896.000, 5426.000, 3973.000, 5485.000, 5311.000, 5983.000, 4851.000, 
685, 0.000, 247.000, 310.000, 404.000, 423.000, 1202.000, 1441.000, 1715.000, 2008.000, 2209.000, 3311.000, 3970.000, 27799.000, 2068.000, 1828.000, 4311.000, 3365.000, 3835.000, 4309.000, 3896.000, 5426.000, 3973.000, 5485.000, 5314.000, 5983.000, 4851.000, 
686, 0.000, 247.000, 310.000, 404.000, 423.000, 1202.000, 1441.000, 1715.000, 2008.000, 2209.000, 3313.000, 3979.000, 27860.000, 2068.000, 1828.000, 4312.000, 3365.000, 3835.000, 4309.000, 3896.000, 5426.000, 3973.000, 5485.000, 5316.000, 5983.000, 4851.000, 
687, 0.000, 247.000, 310.000, 404.000, 423.000, 1202.000, 1441.000, 1715.000, 2008.000, 2209.000, 3313.000, 3983.000, 27864.000, 2068.000, 1828.000, 4315.000, 3365.000, 3835.000, 4309.000, 3896.000, 5426.000, 3973.000, 5485.000, 5318.000, 5983.000, 4851.000, 
688, 0.000, 247.000, 310.000, 404.000, 423.000, 1202.000, 1441.000, 1715.000, 2008.000, 2209.000, 3313.000, 3984.000, 27868.000, 2068.000, 1828.000, 4319.000, 3365.000, 3835.000, 4309.000, 3896.000, 5426.000, 3973.000, 5485.000, 5318.000, 5983.000, 4851.000, 
689, 0.000, 247.000, 311.000, 404.000, 423.000, 1202.000, 1441.000, 1716.000, 2009.000, 2209.000, 3317.000, 3985.000, 27879.000, 2068.000, 1828.000, 4320.000, 3366.000, 3836.000, 4309.000, 3897.000, 5426.000, 3973.000, 5486.000, 5319.000, 5984.000, 4852.000, 
690, 0.000, 247.000, 311.000, 404.000, 423.000, 1202.000, 1441.000, 1719.000, 2011.000, 2209.000, 3317.000, 3985.000, 28006.000, 2068.000, 1828.000, 4321.000, 3366.000, 3836.000, 4314.000, 3897.000, 5432.000, 3975.000, 5486.000, 5320.000, 5984.000, 4862.000, 
691, 0.000, 247.000, 311.000, 404.000, 423.000, 1202.000, 1441.000, 1722.000, 2011.000, 2209.000, 3317.000, 3988.000, 28188.000, 2068.000, 1828.000, 4321.000, 3366.000, 3837.000, 4314.000, 3897.000, 5434.000, 3975.000, 5486.000, 5325.000, 5984.000, 4862.000, 
692, 0.000, 247.000, 311.000, 404.000, 423.000, 1202.000, 1441.000, 1723.000, 2011.000, 2209.000, 3317.000, 3990.000, 28260.000, 2068.000, 1828.000, 4321.000, 3366.000, 3840.000, 4314.000, 3898.000, 5445.000, 3975.000, 5486.000, 5325.000, 5984.000, 4862.000, 
693, 0.000, 247.000, 311.000, 404.000, 423.000, 1202.000, 1441.000, 1723.000, 2011.000, 2209.000, 3317.000, 3990.000, 28260.000, 2068.000, 1828.000, 4321.000, 3366.000, 3840.000, 4314.000, 3898.000, 5447.000, 3975.000, 5486.000, 5326.000, 5984.000, 4862.000, 
694, 0.000, 247.000, 311.000, 404.000, 423.000, 1202.000, 1441.000, 1723.000, 2011.000, 2209.000, 3317.000, 3990.000, 28260.000, 2068.000, 1828.000, 4321.000, 3366.000, 3840.000, 4314.000, 3898.000, 5447.000, 3975.000, 5486.000, 5326.000, 5984.000, 4862.000, 
695, 0.000, 247.000, 311.000, 404.000, 423.000, 1202.000, 1441.000, 1724.000, 2012.000, 2209.000, 3318.000, 3991.000, 28261.000, 2068.000, 1828.000, 4322.000, 3367.000, 3841.000, 4315.000, 3899.000, 5448.000, 3976.000, 5486.000, 5327.000, 5985.000, 4863.000, 
696, 0.000, 247.000, 311.000, 404.000, 423.000, 1212.000, 1441.000, 1724.000, 2012.000, 2209.000, 3335.000, 3991.000, 28466.000, 2068.000, 1828.000, 4334.000, 3370.000, 3863.000, 4318.000, 3899.000, 5450.000, 3976.000, 5486.000, 5334.000, 5985.000, 4865.000, 
697, 0.000, 247.000, 311.000, 404.000, 423.000, 1212.000, 1441.000, 1724.000, 2012.000, 2209.000, 3353.000, 4008.000, 28515.000, 2068.000, 1828.000, 4335.000, 3371.000, 3868.000, 4318.000, 3899.000, 5452.000, 3976.000, 5486.000, 5334.000, 5985.000, 4867.000, 
698, 0.000, 247.000, 311.000, 404.000, 423.000, 1212.000, 1441.000, 1724.000, 2012.000, 2209.000, 3355.000, 4013.000, 28520.000, 2068.000, 1828.000, 4338.000, 3372.000, 3872.000, 4318.000, 3899.000, 5452.000, 3976.000, 5486.000, 5334.000, 5986.000, 4868.000, 
699, 0.000, 247.000, 311.000, 404.000, 423.000, 1212.000, 1441.000, 1724.000, 2012.000, 2209.000, 3355.000, 4020.000, 28523.000, 2068.000, 1828.000, 4338.000, 3372.000, 3873.000, 4318.000, 3899.000, 5452.000, 3976.000, 5486.000, 5334.000, 5986.000, 4868.000, 
700, 0.000, 247.000, 311.000, 404.000, 423.000, 1215.000, 1441.000, 1724.000, 2012.000, 2209.000, 3355.000, 4020.000, 28523.000, 2068.000, 1828.000, 4338.000, 3372.000, 3874.000, 4318.000, 3899.000, 5452.000, 3976.000, 5486.000, 5334.000, 5988.000, 4868.000, 
701, 0.000, 247.000, 311.000, 405.000, 423.000, 1216.000, 1441.000, 1725.000, 2013.000, 2209.000, 3356.000, 4026.000, 28527.000, 2068.000, 1828.000, 4339.000, 3373.000, 3875.000, 4319.000, 3899.000, 5453.000, 3977.000, 5486.000, 5335.000, 5990.000, 4869.000, 
702, 0.000, 247.000, 311.000, 405.000, 423.000, 1216.000, 1441.000, 1725.000, 2020.000, 2213.000, 3356.000, 4032.000, 28734.000, 2068.000, 1828.000, 4366.000, 3380.000, 3877.000, 4319.000, 3899.000, 5461.000, 3977.000, 5487.000, 5336.000, 5990.000, 4869.000, 
703, 0.000, 247.000, 311.000, 405.000, 423.000, 1216.000, 1441.000, 1725.000, 2020.000, 2215.000, 3356.000, 4051.000, 28805.000, 2068.000, 1828.000, 4373.000, 3380.000, 3877.000, 4319.000, 3899.000, 5467.000, 3977.000, 5487.000, 5336.000, 5990.000, 4869.000, 
704, 0.000, 247.000, 311.000, 405.000, 423.000, 1216.000, 1441.000, 1725.000, 2020.000, 2215.000, 3357.000, 4064.000, 28805.000, 2068.000, 1828.000, 4375.000, 3380.000, 3877.000, 4319.000, 3899.000, 5473.000, 3977.000, 5488.000, 5336.000, 5990.000, 4869.000, 
705, 0.000, 247.000, 311.000, 405.000, 423.000, 1216.000, 1441.000, 1725.000, 2020.000, 2215.000, 3357.000, 4064.000, 28812.000, 2068.000, 1828.000, 4375.000, 3380.000, 3877.000, 4319.000, 3899.000, 5474.000, 3977.000, 5488.000, 5336.000, 5990.000, 4869.000, 
706, 0.000, 247.000, 311.000, 405.000, 423.000, 1216.000, 1441.000, 1725.000, 2020.000, 2215.000, 3357.000, 4065.000, 28812.000, 2068.000, 1828.000, 4375.000, 3380.000, 3877.000, 4319.000, 3899.000, 5474.000, 3977.000, 5490.000, 5336.000, 5990.000, 4869.000, 
707, 0.000, 247.000, 311.000, 405.000, 423.000, 1216.000, 1441.000, 1725.000, 2021.000, 2216.000, 3358.000, 4070.000, 28813.000, 2068.000, 1828.000, 4377.000, 3381.000, 3878.000, 4320.000, 3899.000, 5475.000, 3977.000, 5491.000, 5337.000, 5990.000, 4869.000, 
708, 0.000, 247.000, 311.000, 405.000, 423.000, 1219.000, 1441.000, 1732.000, 2027.000, 2216.000, 3358.000, 4070.000, 29048.000, 2068.000, 1828.000, 4377.000, 3381.000, 3878.000, 4320.000, 3899.000, 5476.000, 3980.000, 5491.000, 5337.000, 5993.000, 4879.000, 
709, 0.000, 247.000, 311.000, 405.000, 423.000, 1221.000, 1441.000, 1732.000, 2028.000, 2216.000, 3358.000, 4070.000, 29054.000, 2068.000, 1828.000, 4377.000, 3381.000, 3878.000, 4324.000, 3899.000, 5476.000, 3981.000, 5493.000, 5337.000, 5993.000, 4880.000, 
710, 0.000, 247.000, 311.000, 405.000, 423.000, 1221.000, 1441.000, 1734.000, 2028.000, 2216.000, 3358.000, 4070.000, 29058.000, 2068.000, 1828.000, 4377.000, 3381.000, 3878.000, 4324.000, 3899.000, 5476.000, 3981.000, 5493.000, 5337.000, 5993.000, 4880.000, 
711, 0.000, 247.000, 311.000, 405.000, 423.000, 1221.000, 1441.000, 1734.000, 2028.000, 2216.000, 3358.000, 4070.000, 29059.000, 2068.000, 1828.000, 4377.000, 3381.000, 3878.000, 4324.000, 3899.000, 5477.000, 3981.000, 5493.000, 5337.000, 5994.000, 4880.000, 
712, 0.000, 247.000, 311.000, 405.000, 423.000, 1221.000, 1441.000, 1734.000, 2028.000, 2216.000, 3358.000, 4070.000, 29060.000, 2068.000, 1828.000, 4377.000, 3381.000, 3878.000, 4324.000, 3900.000, 5477.000, 3981.000, 5493.000, 5337.000, 5994.000, 4880.000, 
713, 0.000, 247.000, 311.000, 405.000, 423.000, 1222.000, 1441.000, 1735.000, 2030.000, 2216.000, 3358.000, 4071.000, 29061.000, 2068.000, 1828.000, 4378.000, 3381.000, 3878.000, 4325.000, 3901.000, 5479.000, 3982.000, 5494.000, 5338.000, 5995.000, 4881.000, 
714, 0.000, 247.000, 311.000, 406.000, 423.000, 1222.000, 1441.000, 1736.000, 2030.000, 2216.000, 3359.000, 4077.000, 29279.000, 2068.000, 1828.000, 4386.000, 3391.000, 3891.000, 4331.000, 3902.000, 5479.000, 3982.000, 5496.000, 5341.000, 5995.000, 4883.000, 
715, 0.000, 247.000, 311.000, 406.000, 423.000, 1222.000, 1441.000, 1736.000, 2030.000, 2216.000, 3359.000, 4078.000, 29301.000, 2068.000, 1828.000, 4393.000, 3392.000, 3895.000, 4334.000, 3902.000, 5479.000, 3982.000, 5496.000, 5341.000, 5995.000, 4883.000, 
716, 0.000, 247.000, 311.000, 406.000, 423.000, 1222.000, 1441.000, 1736.000, 2030.000, 2216.000, 3359.000, 4078.000, 29325.000, 2068.000, 1828.000, 4393.000, 3392.000, 3897.000, 4335.000, 3902.000, 5479.000, 3982.000, 5496.000, 5341.000, 5995.000, 4883.000, 
717, 0.000, 247.000, 311.000, 406.000, 423.000, 1222.000, 1441.000, 1736.000, 2030.000, 2216.000, 3359.000, 4078.000, 29362.000, 2068.000, 1828.000, 4393.000, 3392.000, 3898.000, 4337.000, 3902.000, 5479.000, 3982.000, 5496.000, 5343.000, 5995.000, 4883.000, 
718, 0.000, 247.000, 311.000, 406.000, 423.000, 1222.000, 1441.000, 1736.000, 2030.000, 2216.000, 3359.000, 4078.000, 29372.000, 2068.000, 1828.000, 4393.000, 3392.000, 3899.000, 4337.000, 3902.000, 5479.000, 3982.000, 5496.000, 5344.000, 5995.000, 4883.000, 
719, 0.000, 247.000, 311.000, 407.000, 423.000, 1222.000, 1441.000, 1737.000, 2030.000, 2217.000, 3360.000, 4079.000, 29383.000, 2068.000, 1828.000, 4394.000, 3393.000, 3901.000, 4338.000, 3903.000, 5480.000, 3982.000, 5497.000, 5346.000, 5995.000, 4884.000, 
Scenario No. = 6
0, 0.000, 393.000, 394.000, 445.000, 587.000, 1353.000, 721.000, 1415.000, 2150.000, 1771.000, 2392.000, 2416.000, 3220.000, 3044.000, 2909.000, 3636.000, 3351.000, 3667.000, 3078.000, 3764.000, 3890.000, 3804.000, 3870.000, 4899.000, 6412.000, 4753.000, 
1, 0.000, 393.000, 394.000, 445.000, 587.000, 1353.000, 721.000, 1415.000, 2150.000, 1771.000, 2392.000, 2416.000, 3222.000, 3044.000, 2909.000, 3636.000, 3351.000, 3667.000, 3079.000, 3764.000, 3890.000, 3804.000, 3871.000, 4899.000, 6412.000, 4754.000, 
2, 0.000, 393.000, 394.000, 445.000, 587.000, 1353.000, 721.000, 1415.000, 2150.000, 1771.000, 2392.000, 2416.000, 3228.000, 3044.000, 2909.000, 3636.000, 3351.000, 3667.000, 3079.000, 3764.000, 3890.000, 3804.000, 3871.000, 4899.000, 6412.000, 4760.000, 
3, 0.000, 393.000, 394.000, 445.000, 587.000, 1353.000, 721.000, 1415.000, 2150.000, 1771.000, 2392.000, 2416.000, 3231.000, 3044.000, 2909.000, 3636.000, 3351.000, 3667.000, 3079.000, 3764.000, 3890.000, 3804.000, 3871.000, 4899.000, 6412.000, 4770.000, 
4, 0.000, 393.000, 394.000, 445.000, 587.000, 1353.000, 721.000, 1415.000, 2150.000, 1771.000, 2392.000, 2416.000, 3233.000, 3044.000, 2909.000, 3636.000, 3351.000, 3667.000, 3079.000, 3764.000, 3890.000, 3804.000, 3872.000, 4899.000, 6412.000, 4774.000, 
5, 0.000, 393.000, 394.000, 445.000, 588.000, 1353.000, 721.000, 1416.000, 2151.000, 1771.000, 2392.000, 2416.000, 3238.000, 3044.000, 2909.000, 3637.000, 3351.000, 3668.000, 3080.000, 3764.000, 3890.000, 3804.000, 3874.000, 4899.000, 6412.000, 4776.000, 
6, 0.000, 393.000, 394.000, 445.000, 588.000, 1353.000, 721.000, 1416.000, 2151.000, 1771.000, 2392.000, 2416.000, 3260.000, 3044.000, 2909.000, 3637.000, 3353.000, 3668.000, 3080.000, 3764.000, 3893.000, 3804.000, 3874.000, 4899.000, 6412.000, 4776.000, 
7, 0.000, 393.000, 394.000, 445.000, 588.000, 1353.000, 721.000, 1416.000, 2151.000, 1771.000, 2392.000, 2416.000, 3268.000, 3044.000, 2909.000, 3637.000, 3357.000, 3669.000, 3080.000, 3764.000, 3894.000, 3804.000, 3874.000, 4899.000, 6412.000, 4776.000, 
8, 0.000, 393.000, 394.000, 445.000, 588.000, 1353.000, 721.000, 1416.000, 2151.000, 1771.000, 2392.000, 2416.000, 3280.000, 3044.000, 2909.000, 3637.000, 3357.000, 3671.000, 3080.000, 3764.000, 3898.000, 3804.000, 3874.000, 4899.000, 6412.000, 4776.000, 
